chr,chr_num,start,end,strand,gene_name,order,gene_symbol,gene_class
chr1,1,49839873,49937757,-,ENSG00000225623,2_ensembl,AGBL4-IT1,noncoding_sense_intronic
chr1,1,50156934,50157195,-,ENSG00000237478,2_ensembl,RP5-926E3.1,noncoding_pseudogene
chr1,1,50307509,50312072,+,ENSG00000215887,1_FANTOM,ZNF859P,noncoding_pseudogene
chr1,1,50447887,50447967,+,ENSG00000221746,2_ensembl,AL645730.1,noncoding_miRNA
chr1,1,50459990,50461874,+,ENSG00000227839,2_ensembl,AL645730.2,protein_coding
chr1,1,50482764,50483175,+,ENSG00000233595,2_ensembl,MTND2P29,noncoding_pseudogene
chr1,1,50489733,50489898,+,CATG00000000533,1_FANTOM,CATG00000000533.1,noncoding_short_ncRNA
chr1,1,50513727,50669842,+,ENSG00000162374,1_FANTOM,ELAVL4,protein_coding
chr1,1,50580609,50580954,+,ENSG00000230828,2_ensembl,RP11-492I2.1,noncoding_pseudogene
chr1,1,50639353,50641540,-,ENSG00000237337,1_FANTOM,RP11-567C20.2,noncoding_lncRNA_noncoding_antisense
chr1,1,50671756,50688799,-,ENSG00000233407,2_ensembl,RP11-567C20.3,noncoding_antisense
chr1,1,50782665,50786796,-,CATG00000058217,1_FANTOM,CATG00000058217.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,50791789,50792682,+,ENSG00000234080,1_FANTOM,RP11-183G22.1,noncoding_pseudogene
chr1,1,50812543,50821805,+,CATG00000000642,1_FANTOM,CATG00000000642.1,noncoding_lncRNA_intergenic
chr1,1,50864497,50865543,-,ENSG00000229316,1_FANTOM,HMGB1P45,noncoding_pseudogene
chr1,1,50871102,50871696,-,ENSG00000225671,2_ensembl,FCF1P6,noncoding_pseudogene
chr1,1,50883196,50889115,-,ENSG00000142700,1_FANTOM,DMRTA2,protein_coding
chr1,1,50901938,51425939,-,ENSG00000185104,1_FANTOM,FAF1,protein_coding
chr1,1,50902700,50902978,-,ENSG00000271782,2_ensembl,RP5-850O15.4,noncoding_lncRNA_lincRNA
chr1,1,50927141,50936822,+,ENSG00000225767,2_ensembl,RP5-850O15.3,noncoding_antisense
chr1,1,50965430,50965529,-,ENSG00000202140,2_ensembl,Y_RNA,noncoding_misc_RNA
chr1,1,51048076,51048183,+,ENSG00000207194,2_ensembl,RNU6-1026P,noncoding_snRNA
chr1,1,51131933,51132669,-,CATG00000058274,1_FANTOM,CATG00000058274.1,noncoding_sense_overlap_RNA
chr1,1,51215968,51216025,+,ENSG00000252825,2_ensembl,RNU6-1253P,noncoding_snRNA
chr1,1,51245961,51253693,+,ENSG00000230585,1_FANTOM,PHBP12,noncoding_pseudogene
chr1,1,51312165,51312509,+,ENSG00000237130,1_FANTOM,MRPS6P2,noncoding_pseudogene
chr1,1,51426026,51527794,+,ENSG00000123080,1_FANTOM,CDKN2C,protein_coding
chr1,1,51439564,51443989,-,CATG00000058300,1_FANTOM,CATG00000058300.1,noncoding_lncRNA_divergent
chr1,1,51525509,51525577,+,ENSG00000265538,2_ensembl,MIR4421,noncoding_miRNA
chr1,1,51567914,51624642,+,ENSG00000204006,1_FANTOM,C1orf185,protein_coding
chr1,1,51572894,51573003,+,ENSG00000200262,2_ensembl,Y_RNA,noncoding_misc_RNA
chr1,1,51623460,51624161,-,ENSG00000213478,1_FANTOM,CFL1P2,noncoding_pseudogene
chr1,1,51654135,51654223,+,ENSG00000239101,2_ensembl,AL162430.2,noncoding_miRNA
chr1,1,51656555,51656630,+,ENSG00000221492,2_ensembl,AL162430.1,noncoding_miRNA
chr1,1,51658190,51701867,-,ENSG00000203356,1_FANTOM,RP11-296A18.3,noncoding_lncRNA_divergent
chr1,1,51696925,51697028,-,ENSG00000238618,2_ensembl,snoU13,noncoding_snoRNA
chr1,1,51700921,51766558,+,ENSG00000123091,1_FANTOM,RNF11,protein_coding
chr1,1,51702358,51730275,-,CATG00000058318,1_FANTOM,CATG00000058318.1,protein_coding
chr1,1,51716270,51717144,-,ENSG00000233406,2_ensembl,RP11-296A18.5,noncoding_pseudogene
chr1,1,51730588,51731746,-,ENSG00000236434,2_ensembl,RP11-296A18.6,noncoding_antisense
chr1,1,51736395,51810788,-,ENSG00000085831,1_FANTOM,TTC39A,protein_coding
chr1,1,51767954,51776445,+,CATG00000000809,1_FANTOM,CATG00000000809.1,noncoding_lncRNA_divergent
chr1,1,51795345,51820014,+,ENSG00000261664,1_FANTOM,RP11-275F13.1,noncoding_lncRNA_divergent
chr1,1,51810882,51984938,-,ENSG00000085832,1_FANTOM,EPS15,protein_coding
chr1,1,51837942,51838896,+,ENSG00000232027,2_ensembl,RP11-275F13.3,noncoding_pseudogene
chr1,1,51847980,51848086,+,ENSG00000206595,2_ensembl,RNU6-877P,noncoding_snRNA
chr1,1,51919099,51921770,-,CATG00000058334,1_FANTOM,CATG00000058334.1,noncoding_sense_overlap_RNA
chr1,1,51927393,51929088,+,ENSG00000238140,2_ensembl,RP11-253A20.1,noncoding_antisense
chr1,1,51983944,52043414,+,ENSG00000227070,1_FANTOM,RP11-191G24.1,noncoding_lncRNA_divergent
chr1,1,52001337,52002128,-,CATG00000058384,1_FANTOM,CATG00000058384.1,noncoding_lncRNA_intergenic
chr1,1,52004297,52004401,-,ENSG00000252032,2_ensembl,RNU6-1281P,noncoding_snRNA
chr1,1,52027538,52060569,-,ENSG00000227742,2_ensembl,CALR4P,noncoding_pseudogene
chr1,1,52082764,52262378,+,ENSG00000117859,1_FANTOM,OSBPL9,protein_coding
chr1,1,52172810,52173890,-,ENSG00000236973,1_FANTOM,GAPDHP51,noncoding_pseudogene
chr1,1,52174734,52175612,+,ENSG00000232846,2_ensembl,SLC25A6P3,noncoding_pseudogene
chr1,1,52190447,52190568,-,ENSG00000212624,2_ensembl,SNORA26,noncoding_snoRNA
chr1,1,52240567,52344597,-,ENSG00000078618,1_FANTOM,NRD1,protein_coding
chr1,1,52259637,52264824,+,ENSG00000266993,2_ensembl,RP4-657D16.3,noncoding_antisense
chr1,1,52266700,52266979,+,ENSG00000272175,2_ensembl,RP4-657D16.6,noncoding_antisense
chr1,1,52302013,52302131,-,ENSG00000212076,1_FANTOM,MIR761,noncoding_small_RNA
chr1,1,52308001,52308982,-,CATG00000058436,1_FANTOM,CATG00000058436.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,52315895,52317071,-,CATG00000058438,1_FANTOM,CATG00000058438.1,noncoding_sense_overlap_RNA
chr1,1,52325450,52325807,+,ENSG00000230604,2_ensembl,TSEN15P2,noncoding_pseudogene
chr1,1,52331305,52331381,+,ENSG00000212174,2_ensembl,Y_RNA,noncoding_misc_RNA
chr1,1,52344684,52346022,+,CATG00000000858,1_FANTOM,CATG00000000858.1,noncoding_lncRNA_divergent
chr1,1,52366592,52366643,-,ENSG00000265769,2_ensembl,AL589663.1,noncoding_miRNA
chr1,1,52373625,52456372,-,ENSG00000169213,1_FANTOM,RAB3B,protein_coding
chr1,1,52439082,52439207,+,ENSG00000200839,2_ensembl,RNA5SP48,noncoding_rRNA
chr1,1,52446117,52446486,+,ENSG00000229032,1_FANTOM,RP11-91A18.1,noncoding_pseudogene
chr1,1,52461412,52461709,+,ENSG00000264613,2_ensembl,RN7SL290P,noncoding_misc_RNA
chr1,1,52484404,52521848,-,ENSG00000117862,1_FANTOM,TXNDC12,protein_coding
chr1,1,52497775,52499456,-,ENSG00000198841,1_FANTOM,KTI12,protein_coding
chr1,1,52499062,52514134,+,ENSG00000223390,1_FANTOM,RP11-91A18.4,noncoding_lncRNA_divergent
chr1,1,52501997,52504759,-,CATG00000058452,1_FANTOM,CATG00000058452.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,52516590,52518355,+,ENSG00000228369,2_ensembl,TXNDC12-AS1,noncoding_antisense
chr1,1,52520931,52565878,+,ENSG00000134717,1_FANTOM,BTF3L4,protein_coding
chr1,1,52589102,52607503,-,CATG00000058488,1_FANTOM,CATG00000058488.1,noncoding_lncRNA_divergent
chr1,1,52606906,52821693,+,ENSG00000157077,1_FANTOM,ZFYVE9,protein_coding
chr1,1,52615777,52616089,+,ENSG00000241745,2_ensembl,RN7SL788P,noncoding_misc_RNA
chr1,1,52625933,52626272,-,ENSG00000228407,2_ensembl,RP4-800M22.1,noncoding_pseudogene
chr1,1,52627858,52629147,-,ENSG00000223429,1_FANTOM,RP4-800M22.2,noncoding_pseudogene
chr1,1,52645520,52646225,+,ENSG00000224255,2_ensembl,PDCL3P6,noncoding_pseudogene
chr1,1,52655588,52655981,-,ENSG00000236004,2_ensembl,RP4-800M22.4,noncoding_pseudogene
chr1,1,52717734,52718445,-,ENSG00000237663,2_ensembl,DNAJC19P7,noncoding_pseudogene
chr1,1,52719253,52719848,+,ENSG00000213735,1_FANTOM,ANAPC10P1,noncoding_pseudogene
chr1,1,52811395,52831849,-,ENSG00000154222,1_FANTOM,CC2D1B,protein_coding
chr1,1,52819159,52819549,+,ENSG00000272100,2_ensembl,RP11-155O18.6,noncoding_antisense
chr1,1,52831116,52831394,+,CATG00000001007,1_FANTOM,CATG00000001007.1,noncoding_lncRNA_divergent
chr1,1,52833739,52838598,+,ENSG00000224680,1_FANTOM,PLA2G12AP1,noncoding_pseudogene
chr1,1,52836436,52870078,-,ENSG00000085840,1_FANTOM,ORC1,protein_coding
chr1,1,52870219,52886714,+,ENSG00000134748,1_FANTOM,PRPF38A,protein_coding
chr1,1,52873954,53019135,-,ENSG00000134744,1_FANTOM,ZCCHC11,protein_coding
chr1,1,52877114,52877194,+,ENSG00000239063,2_ensembl,snoU13,noncoding_snoRNA
chr1,1,52914295,52921278,-,CATG00000058545,1_FANTOM,CATG00000058545.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,53019047,53060491,+,ENSG00000272371,1_FANTOM,RP11-25O10.2,noncoding_lncRNA_divergent
chr1,1,53037834,53041948,+,ENSG00000236290,1_FANTOM,EEF1GP7,noncoding_pseudogene
chr1,1,53068072,53093781,+,ENSG00000116157,1_FANTOM,GPX7,protein_coding
chr1,1,53094368,53099195,-,CATG00000058588,1_FANTOM,CATG00000058588.1,noncoding_lncRNA_divergent
chr1,1,53097755,53153866,+,ENSG00000182183,1_FANTOM,FAM159A,protein_coding
chr1,1,53118302,53120264,+,CATG00000001105,1_FANTOM,CATG00000001105.1,noncoding_sense_overlap_RNA
chr1,1,53136963,53164019,-,ENSG00000162377,1_FANTOM,SELRC1,protein_coding
chr1,1,53164129,53168086,+,CATG00000001133,1_FANTOM,CATG00000001133.1,noncoding_lncRNA_divergent
chr1,1,53174794,53175114,+,ENSG00000233664,2_ensembl,NDUFS5P3,noncoding_pseudogene
chr1,1,53180071,53180365,+,ENSG00000239640,2_ensembl,RN7SL62P,noncoding_misc_RNA
chr1,1,53192125,53296859,+,ENSG00000162378,1_FANTOM,ZYG11B,protein_coding
chr1,1,53219995,53220134,+,ENSG00000252018,1_FANTOM,RNU2-30P,noncoding_small_RNA
chr1,1,53237866,53238347,-,ENSG00000228929,1_FANTOM,RP11-159C21.4,noncoding_pseudogene
chr1,1,53270780,53270884,-,ENSG00000206627,2_ensembl,RNU6-969P,noncoding_snRNA
chr1,1,53308435,53387763,+,ENSG00000203995,1_FANTOM,ZYG11A,protein_coding
chr1,1,53346888,53347402,-,ENSG00000242391,2_ensembl,RP4-631H13.2,noncoding_antisense
chr1,1,53361317,53393648,-,ENSG00000121310,1_FANTOM,ECHDC2,protein_coding
chr1,1,53386094,53386268,+,ENSG00000230953,2_ensembl,RP4-631H13.6,noncoding_pseudogene
chr1,1,53390921,53391095,-,ENSG00000231866,2_ensembl,RP4-631H13.4,noncoding_pseudogene
chr1,1,53392958,53527589,+,ENSG00000116171,1_FANTOM,SCP2,protein_coding
chr1,1,53394346,53394444,+,ENSG00000264834,2_ensembl,MIR1273F,noncoding_miRNA
chr1,1,53400602,53400689,+,ENSG00000266188,2_ensembl,MIR5095,noncoding_miRNA
chr1,1,53405986,53406085,+,ENSG00000265815,2_ensembl,MIR1273G,noncoding_miRNA
chr1,1,53409208,53409602,-,ENSG00000237279,2_ensembl,RP4-631H13.5,noncoding_pseudogene
chr1,1,53458868,53459294,-,ENSG00000236360,1_FANTOM,RP11-334A14.2,noncoding_pseudogene
chr1,1,53460238,53461698,+,ENSG00000226147,1_FANTOM,TUBBP10,noncoding_pseudogene
chr1,1,53527885,53551174,+,ENSG00000174348,1_FANTOM,PODN,protein_coding
chr1,1,53535610,53551174,-,ENSG00000232993,2_ensembl,RP11-334A14.5,noncoding_antisense
chr1,1,53538782,53539115,-,ENSG00000227644,1_FANTOM,HIGD1AP11,noncoding_pseudogene
chr1,1,53547616,53608310,-,ENSG00000162383,1_FANTOM,SLC1A7,protein_coding
chr1,1,53558713,53568813,+,CATG00000001175,1_FANTOM,CATG00000001175.1,protein_coding
chr1,1,53580248,53584281,+,ENSG00000235563,2_ensembl,RP11-334A14.8,noncoding_antisense
chr1,1,53610652,53611628,-,CATG00000058701,1_FANTOM,CATG00000058701.1,noncoding_lncRNA_intergenic
chr1,1,53631538,53659847,+,CATG00000001196,1_FANTOM,CATG00000001196.1,noncoding_lncRNA_intergenic
chr1,1,53662020,53662363,-,CATG00000058735,1_FANTOM,CATG00000058735.1,noncoding_lncRNA_divergent
chr1,1,53662496,53679869,+,ENSG00000157184,1_FANTOM,CPT2,protein_coding
chr1,1,53676128,53679447,-,ENSG00000236723,2_ensembl,RP5-1024G6.2,noncoding_antisense
chr1,1,53679030,53694624,-,ENSG00000162384,1_FANTOM,C1orf123,protein_coding
chr1,1,53686371,53689925,+,ENSG00000259818,1_FANTOM,RP5-1024G6.7,noncoding_lncRNA_divergent
chr1,1,53692564,53704190,-,ENSG00000162385,1_FANTOM,MAGOH,protein_coding
chr1,1,53704269,53714211,+,ENSG00000226754,1_FANTOM,RP5-1024G6.5,noncoding_lncRNA_divergent
chr1,1,53707081,53794048,-,ENSG00000157193,1_FANTOM,LRP8,protein_coding
chr1,1,53708036,53710212,-,ENSG00000270172,2_ensembl,RP5-1024G6.8,noncoding_lncRNA_lincRNA
chr1,1,53733607,53734273,+,ENSG00000234578,2_ensembl,RP4-784A16.1,noncoding_antisense
chr1,1,53753696,53755378,+,ENSG00000228838,2_ensembl,RP4-784A16.2,noncoding_antisense
chr1,1,53757463,53757810,-,ENSG00000225030,2_ensembl,RP4-784A16.3,noncoding_sense_intronic
chr1,1,53770208,53773134,+,ENSG00000232762,2_ensembl,RP4-784A16.4,noncoding_antisense
chr1,1,53793895,53807892,+,ENSG00000225675,1_FANTOM,RP4-784A16.5,noncoding_lncRNA_divergent
chr1,1,53808698,53834688,-,ENSG00000230138,1_FANTOM,RP11-117D22.2,noncoding_lncRNA_intergenic
chr1,1,53814160,53814905,-,ENSG00000226938,2_ensembl,RP11-117D22.1,noncoding_lncRNA_lincRNA
chr1,1,53874520,53875874,-,CATG00000058793,1_FANTOM,CATG00000058793.1,noncoding_lncRNA_intergenic
chr1,1,53878821,53905681,-,ENSG00000236253,1_FANTOM,SLC25A3P1,noncoding_pseudogene
chr1,1,53898624,53933161,+,ENSG00000143006,1_FANTOM,DMRTB1,protein_coding
chr1,1,53971907,54204837,-,ENSG00000174332,1_FANTOM,GLIS1,protein_coding
chr1,1,53990486,53998393,+,CATG00000001361,1_FANTOM,CATG00000001361.1,noncoding_lncRNA_noncoding_antisense
chr1,1,54021748,54022796,-,CATG00000058835,1_FANTOM,CATG00000058835.1,protein_coding
chr1,1,54065788,54065938,+,CATG00000001383,1_FANTOM,CATG00000001383.1,noncoding_short_ncRNA
chr1,1,54154422,54154485,-,ENSG00000239007,2_ensembl,RNU7-95P,noncoding_snRNA
chr1,1,54222920,54304250,-,ENSG00000058804,1_FANTOM,NDC1,protein_coding
chr1,1,54236691,54236826,-,ENSG00000201003,2_ensembl,SNORA58,noncoding_snoRNA
chr1,1,54294465,54294534,+,ENSG00000264454,2_ensembl,AL049745.1,noncoding_miRNA
chr1,1,54307220,54307505,+,ENSG00000229687,2_ensembl,RP4-654H19.2,noncoding_pseudogene
chr1,1,54315304,54360047,-,ENSG00000058799,1_FANTOM,YIPF1,protein_coding
chr1,1,54355650,54377009,+,ENSG00000211452,1_FANTOM,DIO1,protein_coding
chr1,1,54363206,54412224,-,ENSG00000081870,1_FANTOM,HSPB11,protein_coding
chr1,1,54411750,54445418,+,ENSG00000116212,1_FANTOM,LRRC42,protein_coding
chr1,1,54440448,54441816,-,ENSG00000219102,1_FANTOM,HNRNPA3P12,noncoding_pseudogene
chr1,1,54468591,54483859,-,ENSG00000203985,1_FANTOM,LDLRAD1,protein_coding
chr1,1,54481327,54481616,+,ENSG00000197015,2_ensembl,AL353898.1,noncoding_pseudogene
chr1,1,54492356,54494172,-,ENSG00000272091,2_ensembl,RP4-758J24.5,noncoding_lncRNA_lincRNA
chr1,1,54496065,54519085,-,ENSG00000116209,1_FANTOM,TMEM59,protein_coding
chr1,1,54498816,54500553,-,ENSG00000203276,2_ensembl,AL353898.2,noncoding_pseudogene
chr1,1,54517973,54578192,+,ENSG00000116205,1_FANTOM,TCEANC2,protein_coding
chr1,1,54519310,54519827,+,ENSG00000264208,1_FANTOM,MIR4781,noncoding_small_RNA
chr1,1,54555529,54555766,+,ENSG00000225183,2_ensembl,RP4-758J24.4,noncoding_pseudogene
chr1,1,54565641,54565897,-,ENSG00000237611,2_ensembl,AL353898.3,noncoding_pseudogene
chr1,1,54569968,54571750,+,ENSG00000212670,2_ensembl,AL161915.1,protein_coding
chr1,1,54586848,54604690,+,CATG00000001469,1_FANTOM,CATG00000001469.1,noncoding_lncRNA_intergenic
chr1,1,54598747,54619443,-,ENSG00000157211,2_ensembl,CDCP2,protein_coding
chr1,1,54606897,54665692,-,ENSG00000256407,1_FANTOM,RP11-446E24.4,protein_coding
chr1,1,54628991,54666115,-,ENSG00000215883,1_FANTOM,CYB5RL,protein_coding
chr1,1,54635333,54637997,-,ENSG00000248835,2_ensembl,AL357673.1,protein_coding
chr1,1,54665856,54694185,+,ENSG00000116221,1_FANTOM,MRPL37,protein_coding
chr1,1,54667695,54669045,+,CATG00000001497,1_FANTOM,CATG00000001497.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,54675586,54675707,-,CATG00000059011,1_FANTOM,CATG00000059011.1,noncoding_short_ncRNA
chr1,1,54678094,54678239,-,CATG00000059022,1_FANTOM,CATG00000059022.1,noncoding_short_ncRNA
chr1,1,54679124,54879152,-,ENSG00000157216,1_FANTOM,SSBP3,protein_coding
chr1,1,54703710,54704736,+,ENSG00000198711,2_ensembl,SSBP3-AS1,protein_coding
chr1,1,54751084,54753044,+,ENSG00000225632,1_FANTOM,RP5-997D24.3,noncoding_lncRNA_noncoding_antisense
chr1,1,54881929,54886533,+,ENSG00000232245,2_ensembl,RP4-705F19.1,noncoding_lncRNA_lincRNA
chr1,1,54930528,54930711,+,CATG00000001587,1_FANTOM,CATG00000001587.1,noncoding_short_ncRNA
chr1,1,54940812,54941640,+,CATG00000001586,1_FANTOM,CATG00000001586.1,noncoding_lncRNA_intergenic
chr1,1,54953148,54954012,-,CATG00000059124,1_FANTOM,CATG00000059124.1,noncoding_lncRNA_intergenic
chr1,1,54954191,54954607,+,CATG00000001614,1_FANTOM,CATG00000001614.1,noncoding_lncRNA_intergenic
chr1,1,54970341,54970443,+,ENSG00000265404,2_ensembl,AC099796.1,noncoding_miRNA
chr1,1,54981136,54994450,-,CATG00000059133,1_FANTOM,CATG00000059133.1,noncoding_lncRNA_intergenic
chr1,1,54982085,54982932,-,ENSG00000235741,2_ensembl,RP5-866L20.1,noncoding_lncRNA_lincRNA
chr1,1,54990497,54990604,+,ENSG00000237173,2_ensembl,RP5-866L20.2,noncoding_pseudogene
chr1,1,54991059,54991126,+,ENSG00000252646,2_ensembl,SNORD112,noncoding_snoRNA
chr1,1,55002469,55003431,+,ENSG00000227453,2_ensembl,HNRNPA1P63,noncoding_pseudogene
chr1,1,55007957,55117652,+,ENSG00000162390,1_FANTOM,ACOT11,protein_coding
chr1,1,55013368,55208449,+,ENSG00000271723,1_FANTOM,MROH7-TTC4,protein_coding
chr1,1,55074117,55089198,-,ENSG00000162391,1_FANTOM,FAM151A,protein_coding
chr1,1,55087150,55094111,-,ENSG00000230728,2_ensembl,RP11-240D10.4,noncoding_sense_overlapping
chr1,1,55090437,55183872,+,ENSG00000184313,1_FANTOM,MROH7,protein_coding
chr1,1,55181538,55208330,+,ENSG00000243725,1_FANTOM,TTC4,protein_coding
chr1,1,55214001,55230196,-,ENSG00000162396,1_FANTOM,PARS2,protein_coding
chr1,1,55240221,55266983,-,ENSG00000006555,1_FANTOM,TTC22,protein_coding
chr1,1,55258558,55260578,+,ENSG00000237453,2_ensembl,RP11-67L3.2,noncoding_antisense
chr1,1,55267044,55318389,+,ENSG00000162398,1_FANTOM,C1orf177,protein_coding
chr1,1,55300137,55352903,-,ENSG00000116133,1_FANTOM,DHCR24,protein_coding
chr1,1,55352488,55392088,+,ENSG00000242396,1_FANTOM,RP11-67L3.5,noncoding_lncRNA_divergent
chr1,1,55353072,55355392,+,ENSG00000233203,1_FANTOM,RP11-67L3.4,noncoding_lncRNA_divergent
chr1,1,55411465,55412394,+,CATG00000001724,1_FANTOM,CATG00000001724.1,noncoding_lncRNA_intergenic
chr1,1,55431931,55440585,+,CATG00000001743,1_FANTOM,CATG00000001743.1,noncoding_lncRNA_intergenic
chr1,1,55446301,55457966,+,ENSG00000143001,1_FANTOM,TMEM61,protein_coding
chr1,1,55446623,55457947,-,ENSG00000233271,2_ensembl,RP11-12C17.2,noncoding_antisense
chr1,1,55464606,55476556,+,ENSG00000162399,1_FANTOM,BSND,protein_coding
chr1,1,55505221,55534900,+,ENSG00000169174,1_FANTOM,PCSK9,protein_coding
chr1,1,55528712,55681035,-,ENSG00000162402,1_FANTOM,USP24,protein_coding
chr1,1,55671462,55679729,-,CATG00000059355,1_FANTOM,CATG00000059355.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,55680637,55791412,+,ENSG00000231090,1_FANTOM,RP11-101C11.1,noncoding_lncRNA_divergent
chr1,1,55688052,55689045,+,ENSG00000231095,2_ensembl,GYG1P3,noncoding_pseudogene
chr1,1,55691314,55691396,+,ENSG00000265822,2_ensembl,MIR4422,noncoding_miRNA
chr1,1,55794967,56298574,+,ENSG00000234810,1_FANTOM,RP11-466L17.1,noncoding_lncRNA_intergenic
chr1,1,55833139,55834447,+,ENSG00000231900,2_ensembl,GOT2P1,noncoding_pseudogene
chr1,1,55838383,55838989,-,ENSG00000232198,2_ensembl,RP4-633H17.2,noncoding_pseudogene
chr1,1,55842199,55842525,-,ENSG00000199831,2_ensembl,RN7SKP291,noncoding_misc_RNA
chr1,1,55864187,55864293,+,ENSG00000252162,2_ensembl,RNU6-830P,noncoding_snRNA
chr1,1,55908608,55909381,-,CATG00000059423,1_FANTOM,CATG00000059423.1,noncoding_lncRNA_intergenic
chr1,1,55950544,55950645,-,ENSG00000272051,2_ensembl,Y_RNA,noncoding_misc_RNA
chr1,1,56108012,56333921,+,ENSG00000233147,1_FANTOM,RP11-90C4.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,56179979,56320712,-,CATG00000059442,1_FANTOM,CATG00000059442.1,noncoding_lncRNA_intergenic
chr1,1,56285527,56289383,-,CATG00000059446,1_FANTOM,CATG00000059446.1,noncoding_sense_overlap_RNA
chr1,1,56309050,56539997,+,CATG00000001837,1_FANTOM,CATG00000001837.1,noncoding_lncRNA_intergenic
chr1,1,56381282,56410636,-,ENSG00000230250,2_ensembl,RP11-90C4.2,noncoding_lncRNA_lincRNA
chr1,1,56404237,56404856,-,ENSG00000227104,1_FANTOM,PIGQP1,noncoding_pseudogene
chr1,1,56408370,56599661,-,CATG00000059443,1_FANTOM,CATG00000059443.1,noncoding_lncRNA_intergenic
chr1,1,56410706,56415792,+,ENSG00000233079,1_FANTOM,RP11-90C4.3,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,56611393,56620896,+,ENSG00000235612,2_ensembl,RP1-158P9.1,noncoding_lncRNA_lincRNA
chr1,1,56639218,57045236,-,ENSG00000162407,1_FANTOM,PPAP2B,protein_coding
chr1,1,56673239,56674128,-,ENSG00000229871,2_ensembl,RP4-710M16.1,noncoding_pseudogene
chr1,1,56713940,56841270,-,ENSG00000260971,1_FANTOM,RP11-504A18.1,noncoding_lncRNA_intergenic
chr1,1,56805419,56810592,-,CATG00000059552,1_FANTOM,CATG00000059552.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,56843005,56843090,-,ENSG00000223307,2_ensembl,AC119674.1,noncoding_miRNA
chr1,1,56880611,56886056,+,ENSG00000223956,1_FANTOM,RP4-710M16.2,noncoding_lncRNA_intergenic
chr1,1,56919055,56925151,+,CATG00000002109,1_FANTOM,CATG00000002109.1,noncoding_lncRNA_intergenic
chr1,1,56920388,56921675,-,CATG00000059560,1_FANTOM,CATG00000059560.1,noncoding_lncRNA_intergenic
chr1,1,57004124,57004583,+,ENSG00000236776,2_ensembl,RPL21P23,noncoding_pseudogene
chr1,1,57051285,57051931,-,ENSG00000224980,1_FANTOM,RP11-377K22.3,noncoding_pseudogene
chr1,1,57085082,57085222,-,ENSG00000225475,2_ensembl,RP11-377K22.2,noncoding_pseudogene
chr1,1,57110987,57181715,+,ENSG00000162409,1_FANTOM,PRKAA2,protein_coding
chr1,1,57184345,57285376,-,ENSG00000187889,1_FANTOM,C1orf168,protein_coding
chr1,1,57289352,57292593,-,ENSG00000229913,2_ensembl,RP11-378I13.1,noncoding_antisense
chr1,1,57320471,57383894,+,ENSG00000157131,1_FANTOM,C8A,protein_coding
chr1,1,57394100,57440144,-,ENSG00000021852,1_FANTOM,C8B,protein_coding
chr1,1,57429588,57480534,+,ENSG00000236341,1_FANTOM,RP5-1103B4.3,noncoding_lncRNA_intergenic
chr1,1,57431953,57432035,+,ENSG00000221591,2_ensembl,AL161740.1,noncoding_miRNA
chr1,1,57459839,59012386,-,ENSG00000173406,1_FANTOM,DAB1,protein_coding
chr1,1,57852248,57853122,+,ENSG00000227935,2_ensembl,RP6-102O10.1,noncoding_lncRNA_lincRNA
chr1,1,57906110,57931955,+,CATG00000002243,1_FANTOM,CATG00000002243.1,noncoding_lncRNA_noncoding_antisense
chr1,1,57990515,58006471,+,CATG00000002291,1_FANTOM,CATG00000002291.1,noncoding_lncRNA_noncoding_antisense
